weight,time,Simulation_reset
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8814663106736091), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.34
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8814663106736091), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.36
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8814663106736091), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.38
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8769826639695177), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.4
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8720277424470331), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.42
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.871010151163081), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.44
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8644299344178836), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.46
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8576941269738759), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.48
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8539642806754679), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.5
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8553693039913796), (0.0, 3.0, 2.0000000000000002e-16), (0.0, 4.0, 2.0000000000000002e-16), (0.0, 5.0, 2.0000000000000002e-16), (0.0, 6.0, 2.0000000000000002e-16), (0.0, 7.0, 2.0000000000000002e-16), (0.0, 8.0, 2.0000000000000002e-16), (0.0, 9.0, 2.0000000000000002e-16), (0.0, 10.0, 2.0000000000000002e-16), (0.0, 11.0, 2.0000000000000002e-16)],106.52
